marketGroupID,parentGroupID,marketGroupName,description,iconID,hasTypes
353572,364048,Submachine Guns,Submachine guns.,None,0
353573,364048,Scrambler Pistols,Scrambler pistols.,None,0
353574,353563,Nanohives,,None,0
353575,353563,Drop Uplinks,,None,0
353576,353563,Repair Tools,,None,0
353579,353562,Dropsuit Modules,Modules are interchangeable hardware components that enhance or otherwise alter the functionality of the dropsuit they are fitted to.,None,0
353580,353566,Vehicle Modules,Modules are interchangeable hardware components that enhance or otherwise alter the functionality of the vehicle they are fitted to.,None,0
353581,353579,Shield,,None,0
353582,353579,Armor,,None,0
353583,353579,Biotics,,None,0
353584,353579,Electronics,,None,0
353585,353579,Engineering,,None,0
353586,353579,Weapon Upgrades,,None,0
353587,353580,Shield,,None,0
353588,353580,Armor,,None,0
353589,353580,Electronics,,None,0
353590,353580,Engineering,,None,0
353591,353580,Propulsion,,None,0
353592,353580,Turret Upgrades,,None,0
353600,364044,Scout,Scout dropsuits.,None,0
353601,364045,Assault,Assault dropsuits.,None,0
353602,364045,Logistics,Logistics dropsuits.,None,0
353604,364046,Sentinel,Sentinel dropsuits.,None,0
353605,353565,Railgun,,None,0
353608,353565,Missile,,None,0
353613,353605,Small,,None,0
353633,369234,Skills,Hardwired neural augmentations used to train new abilities,None,0
353651,353566,Heavy Attack Vehicles,,None,0
353652,353566,Light Attack Vehicles,,None,0
353653,353566,Dropships,,None,0
353657,353651,Standard,,None,1
353663,353651,Marauder,,None,1
353664,353652,Standard,,None,1
353669,353652,Logistics,,None,1
353671,353653,Standard,,None,1
353676,353653,Logistics,,None,1
353681,353633,Weaponry,Hardwired neural augmentations used to train new abilities.,None,0
353684,353681,Weapons,Hardwired neural augmentations used to train new abilities.,None,1
353706,353633,Dropsuit Command,Hardwired neural augmentations used to train new abilities.,None,0
353707,353706,Dropsuit Command,Hardwired neural augmentations used to train new abilities.,None,1
353708,365496,Dropsuit Upgrades,Hardwired neural augmentations used to train new abilities.,None,1
353710,353633,Vehicle Command,Hardwired neural augmentations used to train new abilities.,None,0
353711,353710,Vehicle Command,Hardwired neural augmentations used to train new abilities.,None,1
353713,353633,Turret Operation,Hardwired neural augmentations used to train new abilities.,None,0
353715,353713,Turret Operation,Hardwired neural augmentations used to train new abilities.,None,1
353716,353713,Turret Upgrades,Hardwired neural augmentations used to train new abilities.,None,1
354331,353569,Standard,,None,1
354332,353569,Advanced,,None,1
354333,353569,Prototype,,None,1
354335,353568,Standard,,None,1
354336,353568,Advanced,,None,1
354337,353568,Prototype,,None,1
354338,353557,Locus Grenades,,None,0
354339,353557,Anti-Vehicle Grenades,,None,0
354340,353557,Flux Grenades,,None,0
354343,353573,Standard,,None,1
354344,353573,Advanced,,None,1
354345,353573,Prototype,,None,1
354347,353570,Standard,,None,1
354348,353570,Advanced,,None,1
354350,353570,Prototype,,None,1
354352,353572,Standard,,None,1
354353,353572,Advanced,,None,1
354354,353572,Prototype,,None,1
354364,353571,Standard,,None,1
354366,353571,Advanced,,None,1
354367,353571,Prototype,,None,1
354376,353601,Standard,,None,1
354377,353601,Advanced,,None,1
354378,353601,Prototype,,None,1
354380,353604,Standard,,None,1
354381,353604,Advanced,,None,1
354382,353604,Prototype,,None,1
354384,353602,Standard,,None,1
354385,353602,Advanced,,None,1
354386,353602,Prototype,,None,1
354388,353600,Standard,,None,1
354389,353600,Advanced,,None,1
354390,353600,Prototype,,None,1
354403,353575,Standard,,None,1
354404,353575,Advanced,,None,1
354405,353575,Prototype,,None,1
354410,353574,Standard,,None,1
354411,353574,Advanced,,None,1
354412,353574,Prototype,,None,1
354414,353576,Standard,,None,1
354415,353576,Advanced,,None,1
354416,353576,Prototype,,None,1
354423,353582,Armor Plates,None,None,0
354424,353582,Armor Repairers,None,None,0
354425,353583,Endurance Modifiers,,None,1
354427,353583,Speed Modifiers,,None,1
354429,353583,Melee Upgrades,,None,1
354430,353584,CPU Upgrades,,None,1
354431,353585,PG Upgrades,,None,1
354432,353581,Shield Extenders,Dropsuit shield extenders.,None,0
354433,353581,Shield Rechargers,Dropsuit shield rechargers.,None,0
354434,353586,Damage Amplifiers,,None,1
354444,353588,Armor Plates,,None,0
354448,353588,Armor Repairers,,None,0
354453,353589,CPU Upgrades,,None,1
354454,353590,Damage Control Systems,,None,1
354455,353590,Mobile CRUs,,None,1
354458,353590,Power Grid Upgrades,,None,1
354459,353590,Power Diagnostic Systems,,None,1
354460,353591,Afterburners (Aerial),These speed boost modules only apply to aerial vehicles,None,1
354461,353591,Boosts (Ground),These speed boost modules only apply to ground vehicles,None,1
354469,353592,Damage Amplifiers,,None,0
354471,353587,Shield Boosters,,None,0
354478,353565,Blaster,,None,0
354483,353605,Large,,None,0
354488,354478,Small,,None,0
354489,354478,Large,,None,0
354490,353608,Small,,None,0
354491,353608,Large,,None,0
354534,369234,Boosters,None,None,0
354542,354534,Passive Boosters,,None,1
354543,354534,Active Boosters,,None,1
354563,364049,Heavy Machine Guns,Heavy Machine guns.,None,0
354565,354563,Standard,,None,1
354566,354563,Advanced,,None,1
354567,354563,Prototype,,None,1
354616,364047,Mass Drivers,Mass drivers.,None,0
354618,354616,Standard,,None,1
354619,354616,Advanced,,None,1
354620,354616,Prototype,,None,1
354671,353584,Scan Enhancers,,None,1
354686,364047,Laser Rifles,Laser rifles.,None,0
354690,354686,Standard,,None,1
354691,354686,Advanced,,None,1
354692,354686,Prototype,,None,1
354693,364047,Shotguns,Shotguns.,None,0
354696,354693,Standard,,None,1
354697,354693,Advanced,,None,1
354698,354693,Prototype,,None,1
355181,353563,Remote Explosives,,None,0
355187,355181,Standard,,None,1
355188,355181,Advanced,,None,1
355189,355181,Prototype,,None,1
355193,353563,Nanite Injectors,,None,0
355194,355193,Standard,,None,1
355195,355193,Advanced,,None,1
355196,355193,Prototype,,None,1
355449,350001,Militia Gear,Standard-issue gear that requires no skills to use but is less efficient than other gear,None,0
355457,355449,Dropsuits,,None,0
355458,355449,Equipment,,None,0
355459,355449,Modules,,None,0
355460,355449,Turrets,,None,0
355461,355449,Vehicles,,None,0
355462,355449,Weapons,,None,0
355463,355462,Weapons & Grenades,,None,1
355464,355461,Vehicles,,None,1
355465,355460,Turrets,,None,1
355466,355459,Dropsuit Modules,,None,1
355467,355459,Vehicle Modules,,None,1
355468,355458,Equipment,,None,1
355469,355457,Dropsuits,,None,1
355572,353584,Data Miners,,None,1
355590,353581,Shield Regulators,Dropsuit shield regulators.,None,0
356433,364048,Nova Knives,Nova knives.,None,0
356434,356433,Standard,,None,1
356435,356433,Advanced,,None,1
356436,356433,Prototype,,None,1
356575,354469,Hybrid Damage Amplifiers,,None,0
356576,354469,Missile Damage Amplifiers,,None,0
356579,356575,Blaster Damage Amplifiers,None,None,1
356580,356575,Systemic Hybrid Damage,,None,1
356581,356575,Railgun Damage Amplifiers,None,None,1
356582,356576,Systemic Missile Damage,,None,1
356583,356576,Large Missile Damage,,None,1
356584,356576,Missile Damage Amplifiers,None,None,1
356597,353587,Shield Hardeners,,None,0
356916,353589,Scanners,,None,1
356960,354491,Standard,,None,1
356961,354491,Advanced,,None,1
356962,354491,Prototype,,None,1
356963,354490,Standard,,None,1
356964,354490,Advanced,,None,1
356965,354490,Prototype,,None,1
356968,354488,Standard,,None,1
356969,354488,Advanced,,None,1
356970,354488,Prototype,,None,1
356971,354489,Standard,,None,1
356972,354489,Advanced,,None,1
356973,354489,Prototype,,None,1
356976,354483,Standard,,None,1
356977,354483,Advanced,,None,1
356978,354483,Prototype,,None,1
356979,353613,Standard,,None,1
356980,353613,Advanced,,None,1
356981,353613,Prototype,,None,1
357120,357121,Armor Hardeners,Actively increases resistance to armor damage.,None,1
357121,353588,Armor Hardeners,,None,0
363304,354444,180mm Armor Plates,Heavy armor plating,None,1
363305,354444,120mm Armor Plates,Moderate armor plating,None,1
363306,354444,60mm Armor Plates,Light armor plating,None,1
363440,354448,Light, ,None,1
363441,354448,Heavy, ,None,1
363442,353587,Shield Extenders, ,None,0
363448,354471,Light, ,None,1
363449,354471,Heavy, ,None,1
363452,356597,Shield Hardeners, ,None,1
363456,363442,Heavy,Heavy duty shield extenders add a large amount of shield hit points at the cost of increased CPU and power grid usage.,None,1
363457,363442,Light,Lightweight shield extenders add a moderate amount of shield hit points with less cost to CPU and power grid usage.,None,1
363464,354338,Standard,Standard,None,1
363465,354338,Advanced,Advanced,None,1
363466,354338,Prototype,Prototype,None,1
363467,354339,Standard,Standard,None,1
363468,354339,Advanced,Advanced,None,1
363469,354339,Prototype,Prototype,None,1
363470,354340,Standard,Standard,None,1
363471,354340,Advanced,Advanced,None,1
363472,354340,Prototype,Prototype,None,1
363475,353633,Corporations,Hardwired neural augmentations used to train new abilities.,None,0
363476,363475,Corporation Management,Hardwired neural augmentations used to train new abilities.,None,1
363790,364048,Flaylock Pistols,Flaylock pistols.,None,0
363791,363790,Standard,Standard,None,1
363792,363790,Advanced,Advanced,None,1
363793,363790,Prototype,Prototype,None,1
364044,353562,Light,Light dropsuit frames.,None,0
364045,353562,Medium,Medium dropsuit frames.,None,0
364046,353562,Heavy,Heavy dropsuit frames.,None,0
364047,353567,Light,Light handheld weapons.,None,0
364048,353567,Sidearm,Sidearm handheld weapons.,None,0
364049,353567,Heavy,Heavy handheld weapons.,None,0
364051,364047,Scrambler Rifles,Scrambler rifles.,None,0
364052,364051,Standard,Standard.,None,1
364053,364051,Advanced,Advanced.,None,1
364054,364051,Prototype,Prototype.,None,1
364055,364047,Plasma Cannons,Plasma cannon.,None,0
364056,364055,Standard,Standard.,None,1
364057,364055,Advanced,Advanced.,None,1
364058,364055,Prototype,Prototype.,None,1
364491,353563,Active Scanners,"Handheld scanners designed to detect enemy units and relay their location to TACNET systems.
",None,0
364492,364491,Standard,None,None,1
364493,364491,Advanced,None,None,1
364494,364491,Prototype,None,None,1
364760,353651,Enforcer,"Optimized for ranged combat, the Enforcer can bombard far away targets, but is susceptible at close-range ",None,1
364765,353652,Scout,"The Scout is a high speed, highly maneuverable vehicle optimized for guerilla warfare ",None,1
364768,353653,Assault,The Assault is a low-level aerial attack craft effective against aerial and ground units,None,1
364885,364044,Basic,Basic light frame dropsuits.,None,0
364886,364885,Standard,Standard light frames.,None,1
364887,364885,Advanced,Advanced light frame dropsuits.,None,1
364888,364885,Prototype,Prototype light frame dropsuits.,None,1
364889,364045,Basic,Basic medium frame dropsuits.,None,0
364890,364889,Standard,Standard medium frames.,None,1
364891,364889,Advanced,Advanced medium frames.,None,1
364892,364889,Prototype,Prototype medium frames.,None,1
364893,364046,Basic,Basic heavy frame dropsuits.,None,0
364894,364893,Standard,Standard heavy frames.,None,1
364895,364893,Advanced,Advanced heavy frames.,None,1
364896,364893,Prototype,Prototype heavy frames.,None,1
365001,365497,Vehicle Upgrades,Skills adapted to increasing vehicle effectiveness on the battlefield.,None,1
365244,354423,Armor Plates,Dropsuit armor plates.,None,1
365245,354423,Ferroscale Plates,Dropsuit armor plates.,None,1
365246,354423,Reactive Plates,Dropsuit armor plates.,None,1
365247,354424,Armor Repairers,Dropsuit armor repairers.,None,1
365248,354432,Shield Extenders,Dropsuit shield extenders.,None,1
365249,355590,Shield Regulators,Dropsuit shield regulators.,None,1
365250,354433,Shield Rechargers,Dropsuit shield rechargers.,None,1
365251,354433,Shield Energizers,Dropsuit shield energizers.,None,1
365272,364044,Pilot,Pilot dropsuits.,None,0
365274,365272,Standard,Standard pilot dropsuits.,None,1
365276,365272,Advanced,Advanced pilot dropsuits.,None,1
365277,365272,Prototype,Prototype pilot dropsuits.,None,1
365278,364046,Commando,Commando dropsuits.,None,0
365279,365278,Standard,Standard commando dropsuits.,None,1
365280,365278,Advanced,Advanced commando dropsuits.,None,1
365282,365278,Prototype,Prototype commando dropsuits.,None,1
365374,367566,Item Bundles,None,None,0
365496,353633,Dropsuit Upgrades,Hardwired neural augmentations used to train new abilities.,None,0
365497,353633,Vehicle Upgrades,Hardwired neural augmentations used to train new abilities.,None,0
365765,364047,Combat Rifles,Combat Rifles.,None,0
365766,365765,Standard,Standard.,None,1
365767,365765,Advanced,Advanced.,None,1
365768,365765,Prototype,Prototype.,None,1
365769,364047,Rail Rifles,Rail Rifles.,None,0
365770,365769,Standard,Standard.,None,1
365771,365769,Advanced,Advanced.,None,1
365772,365769,Prototype,Prototype.,None,1
365898,353592,Ammo Expansion Units,Ammo Expansion Units.,None,0
365899,365898,Blaster Ammo Expansion Units,Blaster Ammo Expansion Units.,None,1
365900,365898,Missile Launcher Ammo Expansion Units,Missile Launcher Ammo Expansion Units.,None,1
365901,365898,Railgun Ammo Expansion Units,Railgun Ammo Expansion Units.,None,1
365946,367566,Vehicle Loadouts,Fitted Vehicles.,None,0
365949,365946,Dropship,Dropship,None,1
365950,365946,Light Attack Vehicle (LAV),LAV.,None,1
365951,365946,Heavy Attack Vehicle (HAV),HAV.,None,1
365995,350001,Loyalty Store,An area of the market reserved for items that require loyalty points earned in Factional Contracts,None,0
365996,365995,Federal Marines,The Gallente store contains items that require loyalty points from the Federal Marines.,None,0
365997,365995,Imperial Guard,The Amarr store contains items that require loyalty points from the Imperial Guard.,None,0
365998,365995,Republic Command,The Minmatar store contains items that require loyalty points from the Republic Command.,None,0
365999,365995,State Peacekeepers,The Caldari store contains items that require loyalty points from the State Peacekeepers.,None,0
366021,354534,Faction Booster Amarr,None,None,1
366111,353557,Contact Grenades,Contact Grenades.,None,0
366112,366111,Standard,Standard.,None,1
366113,366111,Advanced,Advanced.,None,1
366114,366111,Prototype,Prototype.,None,1
366173,365996,Dropsuits,None,None,0
366174,365997,Dropsuits,None,None,0
366175,365998,Dropsuits,None,None,0
366177,365999,Dropsuits,None,None,0
366178,365996,Weapons,None,None,0
366179,365997,Weapons,None,None,0
366180,365998,Weapons,None,None,0
366181,365999,Weapons,None,None,0
366182,365996,Vehicles,None,None,0
366185,365999,Vehicles,None,None,0
366186,365996,Turrets,None,None,0
366189,365999,Turrets,None,None,0
366190,365996,Dropsuit Modules,None,None,0
366191,365997,Dropsuit Modules,None,None,0
366193,365998,Dropsuit Modules,None,None,0
366194,365999,Dropsuit Modules,None,None,0
366197,366174,Standard,None,None,1
366198,366174,Advanced,None,None,1
366199,366174,Prototype,None,None,1
366200,366173,Standard,None,None,1
366201,366173,Advanced,None,None,1
366202,366173,Prototype,None,None,1
366203,366175,Standard,None,None,1
366204,366175,Advanced,None,None,1
366205,366175,Prototype,None,None,1
366206,366177,Standard,None,None,1
366207,366177,Advanced,None,None,1
366208,366177,Prototype,None,None,1
366209,366182,Standard,None,None,1
366210,366186,Standard,None,None,1
366211,366186,Advanced,None,None,1
366212,366186,Prototype,None,None,1
366213,366189,Standard,None,None,1
366214,366189,Advanced,None,None,1
366215,366189,Prototype,None,None,1
366216,366185,Standard,None,None,1
366219,366181,Standard,None,None,1
366220,366181,Advanced,None,None,1
366221,366181,Prototype,None,None,1
366222,366178,Standard,None,None,1
366223,366178,Advanced,None,None,1
366224,366178,Prototype,None,None,1
366253,366190,Standard,None,None,1
366254,366190,Advanced,None,None,1
366255,366190,Prototype,None,None,1
366257,366179,Standard,None,None,1
366258,366179,Advanced,None,None,1
366259,366179,Prototype,None,None,1
366260,365996,Equipment,None,None,0
366261,366260,Standard,None,None,1
366262,366260,Advanced,None,None,1
366263,366260,Prototype,None,None,1
366264,365997,Equipment,None,None,0
366265,366264,Standard,None,None,1
366266,366264,Advanced,None,None,1
366267,366264,Prototype,None,None,1
366268,366191,Standard,None,None,1
366269,366191,Advanced,None,None,1
366271,366191,Prototype,None,None,1
366272,366180,Standard,None,None,1
366273,366180,Advanced,None,None,1
366274,366180,Prototype,None,None,1
366275,365998,Equipment,None,None,0
366276,366275,Standard,None,None,1
366277,366275,Advanced,None,None,1
366278,366275,Prototype,None,None,1
366279,366193,Standard,None,None,1
366280,366193,Advanced,None,None,1
366281,366193,Prototype,None,None,1
366282,365999,Equipment,None,None,0
366283,366282,Standard,None,None,1
366284,366282,Advanced,None,None,1
366285,366282,Prototype,None,None,1
366286,366194,Standard,None,None,1
366287,366194,Advanced,None,None,1
366288,366194,Prototype,None,None,1
366350,354534,Faction Booster Caldari,None,None,1
366351,354534,Faction Booster Gallente,None,None,1
366352,354534,Faction Booster Minmatar,None,None,1
366570,364048,Bolt Pistols,Bolt Pistols.,None,0
366571,366570,Standard,Standard.,None,1
366572,366570,Advanced,Advanced.,None,1
366573,366570,Prototype,Prototype.,None,1
366574,364048,Magsec SMGs,Magsec SMG,None,0
366575,366574,Standard,Standard.,None,1
366576,366574,Advanced,Advanced.,None,1
366577,366574,Prototype,Prototype.,None,1
366741,364048,Ion Pistols,Ion Pistols.,None,0
366742,366741,Standard,Standard,None,1
366743,366741,Advanced,Advanced,None,1
366744,366741,Prototype,Prototype,None,1
366752,353563,Cloak Fields,Cloak Fields.,None,0
366753,366752,Standard,Standard.,None,1
366754,366752,Advanced,Advanced.,None,1
366755,366752,Prototype,Prototype.,None,1
367486,367570,Services ,None,None,1
367566,350001,Special Offers,None,None,0
367569,365374,Item Bundles,None,None,1
367570,369234,Services,None,None,0
367571,367570,Agents,None,None,1
367593,350001,Visual Customization,None,None,0
367771,350001,Salvage,None,None,0
367772,367771,Containers,None,None,1
367773,367771,Decryptors,None,None,1
368017,350001,Loadouts,None,None,0
368018,368107,Scout,None,None,1
368019,368106,Assault,None,None,1
368020,368108,Sentinel,None,None,1
368021,368109,Logistics,None,None,1
368091,368105,Basic,None,None,1
368105,368017,Basic,None,None,0
368106,368017,Assault,None,None,0
368107,368017,Scout,None,None,0
368108,368017,Heavy,None,None,0
368109,368017,Logistics,None,None,0
368655,367771,Battle Salvage,None,None,1
368667,350001,Warbarge,None,None,0
368668,368667,Resources,None,None,1
368916,353587,Shield Regulators,None,None,0
368917,368916,Shield Regulators,None,None,1
368918,353592,Heat Sinks,None,None,0
368919,368918,Heat Sinks,None,None,1
368920,353592,Dispersion Stabilizers,None,None,0
368921,368920,Dispersion Stabilizers,None,None,1
368922,353651,Advanced,None,None,1
368923,353651,Prototype,None,None,1
369212,367593,Dropsuits,None,None,0
369213,369212,Dropsuits,None,None,1
369214,367593,Skins,None,None,0
369215,369214,Skins,None,None,1
369216,368017,APEX,None,None,0
369217,369216,APEX,None,None,1
369220,365997,SKIN,None,None,0
369221,369220,SKIN,None,None,1
369222,365998,SKIN,None,None,0
369223,369222,SKIN,None,None,1
369224,365999,SKIN,None,None,0
369225,369224,SKIN,None,None,1
369226,365996,SKIN,None,None,0
369227,369226,SKIN,None,None,1
369234,350001,Boosters & Services,Boosters and Services,None,0
